SOC,TaskID,TaskText,TaskType,task_incumbents_responding,task_date_raw,task_domain_source,task_date,Importance,Relevance,ratings_source_im,ratings_source_rl,importance_n_respondents,relevance_n_respondents,ratings_month_im,ratings_month_rl,OccTitleRaw,Description,OccTitleClean,uid,retained_by_relevance_rule,dwa_ids,dwa_titles,dwa_count,soc_emerging_new_count,soc_emerging_revision_count,is_emerging_revision,hot_tech_count,in_demand_tech_count,top_hot_tech_examples,top_tools_examples,job_zone,svp_range,wc_electronic_mail,wc_exact_or_accurate,wc_face_to_face,wc_hands_on,wc_physical_proximity,wc_telephone,related_occ_count,top_related_titles,top_work_activities,vote1,vote2,vote3,modality,modality_agreement,modality_disagreement,modality_confidence,digital_amenable,amenability_reason,amenability_code,needs_stub,stub_type,importance_weight_norm,onetsrc_version,model_name,votes_per_task,vote_seeds,generated_utc
51-9061.00,12491,"Fabricate, install, position, or connect components, parts, finished products, or instruments for testing or operational purposes.",Supplemental,62.0,08/2020,Incumbent,2020-08,4.1,49.09,Incumbent,Incumbent,31.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,d545b3a5d4fd,True,4.A.1.b.2.I03.D02;4.A.3.a.2.I27.D02;4.A.3.a.2.I34.D07,Connect electrical components or equipment.;Fabricate parts or components.;Test products for functionality or quality.,3,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",MANUAL,MANUAL,MANUAL,MANUAL,3,False,1.0,False,Requires physical/manual action.,PHYSICAL_MANUAL,True,MANUAL,0.03206632254027843,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,20311,Administer tests to assess whether engineers or operators are qualified to use equipment.,Supplemental,62.0,08/2020,Incumbent,2020-08,4.08,31.44,Incumbent,Incumbent,20.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,f4dad9df4878,True,4.A.2.a.1.I04.D05,Evaluate capabilities or training needs.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",TEXT,TEXT,TEXT,TEXT,3,False,1.0,True,Language-only I/O suffices.,LANGUAGE_ONLY,False,NONE,0.031909901454716096,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,20307,"Monitor machines that automatically measure, sort, or inspect products.",Supplemental,62.0,08/2020,Incumbent,2020-08,4.03,46.03,Incumbent,Incumbent,33.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,bac6ecd03dba,True,4.A.1.a.2.I01.D05,Monitor equipment operation to ensure proper functioning.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",VISION,VISION,VISION,VISION,3,False,1.0,True,Requires visual inspection/recognition.,VISUAL_PERCEPTION,False,NONE,0.03151884874081026,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,12497,"Interpret legal requirements, provide safety information, or recommend compliance procedures to contractors, craft workers, engineers, or property owners.",Supplemental,62.0,08/2020,Incumbent,2020-08,4.0,28.61,Incumbent,Incumbent,16.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,1e9472fc707f,True,4.A.4.b.3.I05.D01;4.A.4.b.6.I05.D11,Advise others on ways to improve processes or products.;Instruct workers to use equipment or perform technical procedures.,2,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",TEXT,TEXT,TEXT,TEXT,3,False,1.0,True,Language-only I/O suffices.,LANGUAGE_ONLY,False,NONE,0.03128421711246676,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,12488,"Adjust, clean, or repair products or processing equipment to correct defects found during inspections.",Supplemental,60.0,08/2020,Incumbent,2020-08,3.93,57.42,Incumbent,Incumbent,34.0,60.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,8207157aebfa,True,4.A.3.a.1.I03.D21;4.A.3.b.4.I06.D04,Clean production equipment.;Repair production equipment or tools.,2,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",MANUAL,MANUAL,MANUAL,MANUAL,3,False,1.0,False,Requires physical/manual action.,PHYSICAL_MANUAL,True,MANUAL,0.030736743312998593,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,20308,Compute usable amounts of items in shipments.,Supplemental,62.0,08/2020,Incumbent,2020-08,3.84,31.68,Incumbent,Incumbent,19.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,a047bff5de9f,True,4.A.2.a.1.I05.D03,Evaluate quality of materials or products.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",TEXT,TEXT,TEXT,TEXT,3,False,1.0,True,Language-only I/O suffices.,LANGUAGE_ONLY,False,NONE,0.03003284842796809,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,12493,"Grade, classify, or sort products according to sizes, weights, colors, or other specifications.",Supplemental,62.0,08/2020,Incumbent,2020-08,3.72,44.67,Incumbent,Incumbent,28.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,e3593984e597,True,4.A.2.a.1.I05.D03;4.A.2.a.2.I02.D05,"Evaluate quality of materials or products.;Sort materials or products for processing, storing, shipping, or grading.",2,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",VISION,VISION,VISION,VISION,3,False,1.0,True,Requires visual inspection/recognition.,VISUAL_PERCEPTION,False,NONE,0.029094321914594087,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,20310,"Disassemble defective parts or components, such as inaccurate or worn gauges or measuring instruments.",Supplemental,62.0,08/2020,Incumbent,2020-08,3.71,64.54,Incumbent,Incumbent,40.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,0267f7a16db1,True,4.A.3.a.2.I19.D02,Disassemble equipment for maintenance or repair.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",MANUAL,MANUAL,MANUAL,MANUAL,3,False,1.0,False,Requires physical/manual action.,PHYSICAL_MANUAL,True,MANUAL,0.02901611137181292,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,20303,"Compute defect percentages or averages, using formulas and calculators.",Supplemental,60.0,08/2020,Incumbent,2020-08,3.7,37.77,Incumbent,Incumbent,30.0,60.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,afbe4e0559b9,True,4.A.1.b.2.I06.D11,Inspect items for damage or defects.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",TEXT,TEXT,TEXT,TEXT,3,False,1.0,True,Language-only I/O suffices.,LANGUAGE_ONLY,False,NONE,0.028937900829031755,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,20309,"Weigh materials, products, containers, or samples to verify packaging weights or ingredient quantities.",Supplemental,62.0,08/2020,Incumbent,2020-08,3.53,51.39,Incumbent,Incumbent,31.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,0bbde4c51bc4,True,4.A.1.b.3.I01.D10;4.A.1.b.3.I01.D11,Measure ingredients or substances to be used in production processes.;Weigh finished products.,2,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",MANUAL,MANUAL,MANUAL,MANUAL,3,False,1.0,False,Requires physical/manual action.,PHYSICAL_MANUAL,True,MANUAL,0.027608321601751914,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
