DWA_ID,IWA_ID,GWA_ID,IWA_Title,GWA_Title
4.A.4.c.1.I05.D03,4.A.4.c.1.I05,4.A.4.c.1,Process shipments or mail.,Performing Administrative Activities
4.A.2.a.2.I02.D01,4.A.2.a.2.I02,4.A.2.a.2,Sort materials or products.,Processing Information
4.A.4.a.6.I03.D02,4.A.4.a.6.I03,4.A.4.a.6,"Promote products, services, or programs.",Selling or Influencing Others
4.A.4.a.5.I02.D02,4.A.4.a.5.I02,4.A.4.a.5,Administer therapeutic treatments.,Assisting and Caring for Others
4.A.1.a.1.I20.D08,4.A.1.a.1.I20,4.A.1.a.1,Research technology designs or applications.,Getting Information
4.A.2.b.1.I04.D13,4.A.2.b.1.I04,4.A.2.b.1,Determine operational methods or procedures.,Making Decisions and Solving Problems
4.A.4.b.4.I12.D18,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.4.b.4.I03.D05,4.A.4.b.4.I03,4.A.4.b.4,Coordinate artistic or entertainment activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.a.2.I13.D03,4.A.4.a.2.I13,4.A.4.a.2,Confer with clients to determine needs or order specifications.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.4.b.4.I06.D03,4.A.4.b.4.I06,4.A.4.b.4,Direct scientific or technical activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.2.b.2.I18.D12,4.A.2.b.2.I18,4.A.2.b.2,Create visual designs or displays.,Thinking Creatively
4.A.4.a.7.I02.D12,4.A.4.a.7.I02,4.A.4.a.7,Negotiate contracts or agreements.,Resolving Conflicts and Negotiating with Others
4.A.2.b.2.I25.D05,4.A.2.b.2.I25,4.A.2.b.2,Create artistic designs or performances.,Thinking Creatively
4.A.2.b.2.I18.D02,4.A.2.b.2.I18,4.A.2.b.2,Create visual designs or displays.,Thinking Creatively
4.A.3.a.2.I42.D06,4.A.3.a.2.I42,4.A.3.a.2,Package objects.,Handling and Moving Objects
4.A.3.a.2.I28.D02,4.A.3.a.2.I28,4.A.3.a.2,Create decorative objects or parts of objects.,Handling and Moving Objects
4.A.2.b.1.I10.D03,4.A.2.b.1.I10,4.A.2.b.1,Select materials or equipment for operations or projects.,Making Decisions and Solving Problems
4.A.3.a.2.I45.D02,4.A.3.a.2.I45,4.A.3.a.2,Apply decorative finishes.,Handling and Moving Objects
4.A.1.b.3.I01.D02,4.A.1.b.3.I01,4.A.1.b.3,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information"
4.A.3.a.2.I36.D01,4.A.3.a.2.I36,4.A.3.a.2,Assemble products or work aids.,Handling and Moving Objects
4.A.2.b.2.I03.D05,4.A.2.b.2.I03,4.A.2.b.2,Develop business or marketing plans.,Thinking Creatively
4.A.1.a.2.I08.D02,4.A.1.a.2.I08,4.A.1.a.2,"Monitor external affairs, trends, or events.","Monitoring Processes, Materials, or Surroundings"
4.A.4.a.2.I09.D05,4.A.4.a.2.I09,4.A.4.a.2,Communicate with others about specifications or project details.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.4.b.4.I12.D20,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.3.a.1.I03.D20,4.A.3.a.1.I03,4.A.3.a.1,"Clean tools, equipment, facilities, or work areas.",Performing General Physical Activities
4.A.3.a.2.I13.D02,4.A.3.a.2.I13,4.A.3.a.2,Prepare industrial materials for processing or use.,Handling and Moving Objects
4.A.4.a.8.I01.D04,4.A.4.a.8.I01,4.A.4.a.8,Present arts or entertainment performances.,Performing for or Working Directly with the Public
4.A.4.a.8.I01.D05,4.A.4.a.8.I01,4.A.4.a.8,Present arts or entertainment performances.,Performing for or Working Directly with the Public
4.A.3.a.2.I08.D01,4.A.3.a.2.I08,4.A.3.a.2,Arrange displays or decorations.,Handling and Moving Objects
4.A.2.b.2.I18.D17,4.A.2.b.2.I18,4.A.2.b.2,Create visual designs or displays.,Thinking Creatively
4.A.3.a.2.I46.D04,4.A.3.a.2.I46,4.A.3.a.2,Set up equipment.,Handling and Moving Objects
4.A.3.a.3.I06.D10,4.A.3.a.3.I06,4.A.3.a.3,Operate industrial processing or production equipment.,Controlling Machines and Processes
4.A.3.b.1.I06.D11,4.A.3.b.1.I06,4.A.3.b.1,Process digital or online data.,Working with Computers
4.A.2.b.1.I01.D07,4.A.2.b.1.I01,4.A.2.b.1,Determine values or prices of goods or services.,Making Decisions and Solving Problems
4.A.1.a.1.I01.D04,4.A.1.a.1.I01,4.A.1.a.1,Study details of artistic productions.,Getting Information
4.A.3.a.1.I17.D08,4.A.3.a.1.I17,4.A.3.a.1,Perform agricultural activities.,Performing General Physical Activities
4.A.3.a.2.I08.D05,4.A.3.a.2.I08,4.A.3.a.2,Arrange displays or decorations.,Handling and Moving Objects
4.A.3.a.2.I37.D01,4.A.3.a.2.I37,4.A.3.a.2,Stock supplies or products.,Handling and Moving Objects
4.A.3.a.2.I37.D06,4.A.3.a.2.I37,4.A.3.a.2,Stock supplies or products.,Handling and Moving Objects
4.A.4.b.4.I12.D29,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.3.b.6.I16.D03,4.A.3.b.6.I16,4.A.3.b.6,Write material for artistic or commercial purposes.,Documenting/Recording Information
4.A.4.a.2.I09.D02,4.A.4.a.2.I09,4.A.4.a.2,Communicate with others about specifications or project details.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.1.b.2.I06.D14,4.A.1.b.2.I06,4.A.1.b.2,Inspect completed work or finished products.,"Inspecting Equipment, Structures, or Materials"
4.A.3.a.1.I11.D07,4.A.3.a.1.I11,4.A.3.a.1,Maintain safety or security.,Performing General Physical Activities
4.A.3.a.1.I16.D03,4.A.3.a.1.I16,4.A.3.a.1,"Perform athletic activities for fitness, competition, or artistic purposes.",Performing General Physical Activities
4.A.4.a.8.I01.D01,4.A.4.a.8.I01,4.A.4.a.8,Present arts or entertainment performances.,Performing for or Working Directly with the Public
4.A.4.a.8.I01.D03,4.A.4.a.8.I01,4.A.4.a.8,Present arts or entertainment performances.,Performing for or Working Directly with the Public
4.A.3.b.6.I16.D02,4.A.3.b.6.I16,4.A.3.b.6,Write material for artistic or commercial purposes.,Documenting/Recording Information
4.A.4.b.4.I03.D02,4.A.4.b.4.I03,4.A.4.b.4,Coordinate artistic or entertainment activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.b.4.I12.D19,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.4.b.4.I03.D01,4.A.4.b.4.I03,4.A.4.b.4,Coordinate artistic or entertainment activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.2.b.1.I11.D01,4.A.2.b.1.I11,4.A.2.b.1,Alter audio or video recordings.,Making Decisions and Solving Problems
4.A.2.b.2.I22.D02,4.A.2.b.2.I22,4.A.2.b.2,"Develop news, entertainment, or artistic content.",Thinking Creatively
4.A.1.a.1.I17.D02,4.A.1.a.1.I17,4.A.1.a.1,Obtain formal documentation or authorization.,Getting Information
4.A.3.b.6.I07.D01,4.A.3.b.6.I07,4.A.3.b.6,Prepare proposals or grant applications.,Documenting/Recording Information
4.A.4.c.2.I01.D01,4.A.4.c.2.I01,4.A.4.c.2,Perform recruiting or hiring activities.,Staffing Organizational Units
4.A.3.b.6.I08.D28,4.A.3.b.6.I08,4.A.3.b.6,Maintain operational records.,Documenting/Recording Information
4.A.4.a.3.I02.D07,4.A.4.a.3.I02,4.A.4.a.3,Provide information or assistance to the public.,Communicating with People Outside the Organization
4.A.3.a.3.I10.D02,4.A.3.a.3.I10,4.A.3.a.3,Operate communications equipment or systems.,Controlling Machines and Processes
4.A.3.b.4.I04.D03,4.A.3.b.4.I04,4.A.3.b.4,"Maintain electronic, computer, or other technical equipment.",Repairing and Maintaining Mechanical Equipment
4.A.1.a.1.I23.D02,4.A.1.a.1.I23,4.A.1.a.1,Interview people to obtain information.,Getting Information
4.A.4.b.5.I01.D01,4.A.4.b.5.I01,4.A.4.b.5,Coach others.,Coaching and Developing Others
4.A.4.b.4.I03.D03,4.A.4.b.4.I03,4.A.4.b.4,Coordinate artistic or entertainment activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.1.b.2.I07.D19,4.A.1.b.2.I07,4.A.1.b.2,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials"
4.A.1.a.2.I01.D01,4.A.1.a.2.I01,4.A.1.a.2,Monitor equipment operation.,"Monitoring Processes, Materials, or Surroundings"
4.A.3.a.3.I05.D01,4.A.3.a.3.I05,4.A.3.a.3,Operate audiovisual or related equipment.,Controlling Machines and Processes
4.A.3.a.2.I46.D06,4.A.3.a.2.I46,4.A.3.a.2,Set up equipment.,Handling and Moving Objects
4.A.3.a.1.I16.D01,4.A.3.a.1.I16,4.A.3.a.1,"Perform athletic activities for fitness, competition, or artistic purposes.",Performing General Physical Activities
4.A.2.a.1.I04.D03,4.A.2.a.1.I04,4.A.2.a.1,Evaluate personnel capabilities or performance.,"Judging the Qualities of Objects, Services, or People"
4.A.4.b.4.I03.D04,4.A.4.b.4.I03,4.A.4.b.4,Coordinate artistic or entertainment activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.b.3.I04.D07,4.A.4.b.3.I04,4.A.4.b.3,Train others on operational or work procedures.,Training and Teaching Others
4.A.4.b.6.I06.D04,4.A.4.b.6.I06,4.A.4.b.6,Advise others on healthcare or wellness issues.,Providing Consultation and Advice to Others
4.A.1.a.1.I22.D02,4.A.1.a.1.I22,4.A.1.a.1,Investigate organizational or operational problems.,Getting Information
4.A.4.a.2.I03.D07,4.A.4.a.2.I03,4.A.4.a.2,Communicate with others about operational plans or activities.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.1.a.1.I15.D02,4.A.1.a.1.I15,4.A.1.a.1,"Investigate individuals' background, behavior, or activities.",Getting Information
4.A.3.a.2.I05.D01,4.A.3.a.2.I05,4.A.3.a.2,Sew garments or materials.,Handling and Moving Objects
4.A.3.a.2.I05.D03,4.A.3.a.2.I05,4.A.3.a.2,Sew garments or materials.,Handling and Moving Objects
4.A.4.a.8.I01.D06,4.A.4.a.8.I01,4.A.4.a.8,Present arts or entertainment performances.,Performing for or Working Directly with the Public
4.A.1.a.1.I01.D03,4.A.1.a.1.I01,4.A.1.a.1,Study details of artistic productions.,Getting Information
4.A.2.b.2.I25.D03,4.A.2.b.2.I25,4.A.2.b.2,Create artistic designs or performances.,Thinking Creatively
4.A.1.a.1.I01.D02,4.A.1.a.1.I01,4.A.1.a.1,Study details of artistic productions.,Getting Information
4.A.2.b.2.I25.D01,4.A.2.b.2.I25,4.A.2.b.2,Create artistic designs or performances.,Thinking Creatively
4.A.3.a.3.I05.D06,4.A.3.a.3.I05,4.A.3.a.3,Operate audiovisual or related equipment.,Controlling Machines and Processes
4.A.4.a.8.I01.D02,4.A.4.a.8.I01,4.A.4.a.8,Present arts or entertainment performances.,Performing for or Working Directly with the Public
4.A.4.a.8.I03.D02,4.A.4.a.8.I03,4.A.4.a.8,Respond to customer problems or inquiries.,Performing for or Working Directly with the Public
4.A.3.a.2.I04.D11,4.A.3.a.2.I04,4.A.3.a.2,Assemble equipment or components.,Handling and Moving Objects
4.A.4.c.3.I04.D02,4.A.4.c.3.I04,4.A.4.c.3,Collect fares or payments.,Monitoring and Controlling Resources
4.A.3.b.6.I10.D01,4.A.3.b.6.I10,4.A.3.b.6,Maintain sales or financial records.,Documenting/Recording Information
4.A.3.b.6.I13.D01,4.A.3.b.6.I13,4.A.3.b.6,"Prepare documentation for contracts, applications, or permits.",Documenting/Recording Information
4.A.4.a.8.I02.D02,4.A.4.a.8.I02,4.A.4.a.8,Conduct amusement or gaming activities.,Performing for or Working Directly with the Public
4.A.1.a.1.I01.D05,4.A.1.a.1.I01,4.A.1.a.1,Study details of artistic productions.,Getting Information
4.A.2.b.1.I11.D02,4.A.2.b.1.I11,4.A.2.b.1,Alter audio or video recordings.,Making Decisions and Solving Problems
4.A.1.a.1.I11.D01,4.A.1.a.1.I11,4.A.1.a.1,Gather information for news stories.,Getting Information
4.A.4.b.4.I11.D04,4.A.4.b.4.I11,4.A.4.b.4,"Coordinate group, community, or public activities.","Guiding, Directing, and Motivating Subordinates"
4.A.2.b.2.I22.D01,4.A.2.b.2.I22,4.A.2.b.2,"Develop news, entertainment, or artistic content.",Thinking Creatively
4.A.4.a.4.I01.D05,4.A.4.a.4.I01,4.A.4.a.4,Develop professional relationships or networks.,Establishing and Maintaining Interpersonal Relationships
4.A.4.c.1.I06.D01,4.A.4.c.1.I06,4.A.4.c.1,Process forensic or legal evidence.,Performing Administrative Activities
4.A.4.c.1.I01.D07,4.A.4.c.1.I01,4.A.4.c.1,Perform administrative or clerical activities.,Performing Administrative Activities
4.A.4.c.1.I01.D02,4.A.4.c.1.I01,4.A.4.c.1,Perform administrative or clerical activities.,Performing Administrative Activities
4.A.4.a.2.I08.D04,4.A.4.a.2.I08,4.A.4.a.2,Notify others of emergencies or problems.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.1.a.1.I02.D01,4.A.1.a.1.I02,4.A.1.a.1,Read documents or materials to inform work processes.,Getting Information
4.A.2.b.2.I14.D05,4.A.2.b.2.I14,4.A.2.b.2,Design industrial systems or equipment.,Thinking Creatively
4.A.3.a.2.I19.D05,4.A.3.a.2.I19,4.A.3.a.2,Disassemble equipment.,Handling and Moving Objects
4.A.3.a.2.I19.D02,4.A.3.a.2.I19,4.A.3.a.2,Disassemble equipment.,Handling and Moving Objects
4.A.3.a.2.I46.D09,4.A.3.a.2.I46,4.A.3.a.2,Set up equipment.,Handling and Moving Objects
4.A.3.a.2.I20.D01,4.A.3.a.2.I20,4.A.3.a.2,Install commercial or production equipment.,Handling and Moving Objects
4.A.3.a.1.I06.D06,4.A.3.a.1.I06,4.A.3.a.1,"Load products, materials, or equipment for transportation or further processing.",Performing General Physical Activities
4.A.3.a.1.I06.D11,4.A.3.a.1.I06,4.A.3.a.1,"Load products, materials, or equipment for transportation or further processing.",Performing General Physical Activities
4.A.3.a.2.I09.D06,4.A.3.a.2.I09,4.A.3.a.2,Adjust equipment to ensure adequate performance.,Handling and Moving Objects
4.A.3.a.2.I34.D06,4.A.3.a.2.I34,4.A.3.a.2,Connect components or supply lines to equipment or tools.,Handling and Moving Objects
4.A.3.b.4.I03.D02,4.A.3.b.4.I03,4.A.3.b.4,Repair electrical or electronic equipment.,Repairing and Maintaining Mechanical Equipment
4.A.3.b.1.I01.D02,4.A.3.b.1.I01,4.A.3.b.1,Program computer systems or production equipment.,Working with Computers
4.A.3.a.2.I22.D02,4.A.3.a.2.I22,4.A.3.a.2,Position tools or equipment.,Handling and Moving Objects
4.A.3.a.2.I46.D02,4.A.3.a.2.I46,4.A.3.a.2,Set up equipment.,Handling and Moving Objects
4.A.1.a.1.I06.D02,4.A.1.a.1.I06,4.A.1.a.1,Gather data about operational or development activities.,Getting Information
4.A.4.c.1.I05.D05,4.A.4.c.1.I05,4.A.4.c.1,Process shipments or mail.,Performing Administrative Activities
4.A.1.b.1.I01.D05,4.A.1.b.1.I01,4.A.1.b.1,Mark materials or objects for identification.,"Identifying Objects, Actions, and Events"
4.A.2.b.5.I03.D02,4.A.2.b.5.I03,4.A.2.b.5,Schedule appointments.,Scheduling Work and Activities
4.A.4.a.5.I02.D05,4.A.4.a.5.I02,4.A.4.a.5,Administer therapeutic treatments.,Assisting and Caring for Others
4.A.1.a.1.I12.D01,4.A.1.a.1.I12,4.A.1.a.1,Collect information about patients or clients.,Getting Information
4.A.2.b.1.I06.D02,4.A.2.b.1.I06,4.A.2.b.1,Diagnose health conditions or disorders.,Making Decisions and Solving Problems
4.A.3.b.6.I11.D04,4.A.3.b.6.I11,4.A.3.b.6,Maintain health or medical records.,Documenting/Recording Information
4.A.4.b.6.I01.D04,4.A.4.b.6.I01,4.A.4.b.6,Advise patients or clients on medical issues.,Providing Consultation and Advice to Others
4.A.2.a.4.I06.D03,4.A.2.a.4.I06,4.A.2.a.4,Analyze health or medical data.,Analyzing Data or Information
4.A.4.a.5.I01.D02,4.A.4.a.5.I01,4.A.4.a.5,Assist others to access additional services or resources.,Assisting and Caring for Others
4.A.4.b.6.I02.D01,4.A.4.b.6.I02,4.A.4.b.6,Advise others on products or services.,Providing Consultation and Advice to Others
4.A.3.a.3.I04.D03,4.A.3.a.3.I04,4.A.3.a.3,Operate medical equipment.,Controlling Machines and Processes
4.A.4.a.5.I03.D03,4.A.4.a.5.I03,4.A.4.a.5,Administer basic health care or medical treatments.,Assisting and Caring for Others
4.A.1.b.2.I09.D04,4.A.1.b.2.I09,4.A.1.b.2,Examine people or animals to assess health conditions or physical characteristics.,"Inspecting Equipment, Structures, or Materials"
4.A.3.a.3.I04.D04,4.A.3.a.3.I04,4.A.3.a.3,Operate medical equipment.,Controlling Machines and Processes
4.A.2.b.2.I01.D02,4.A.2.b.2.I01,4.A.2.b.2,Develop patient or client care or treatment plans.,Thinking Creatively
4.A.4.b.6.I01.D02,4.A.4.b.6.I01,4.A.4.b.6,Advise patients or clients on medical issues.,Providing Consultation and Advice to Others
4.A.3.a.2.I17.D03,4.A.3.a.2.I17,4.A.3.a.2,Fabricate medical devices.,Handling and Moving Objects
4.A.3.a.2.I24.D01,4.A.3.a.2.I24,4.A.3.a.2,Adjust medical equipment to ensure adequate performance.,Handling and Moving Objects
4.A.2.b.1.I06.D01,4.A.2.b.1.I06,4.A.2.b.1,Diagnose health conditions or disorders.,Making Decisions and Solving Problems
4.A.4.a.5.I12.D04,4.A.4.a.5.I12,4.A.4.a.5,"Treat injuries, illnesses, or diseases.",Assisting and Caring for Others
4.A.4.c.3.I06.D03,4.A.4.c.3.I06,4.A.4.c.3,Prescribe medical treatments or devices.,Monitoring and Controlling Resources
4.A.2.a.4.I06.D02,4.A.2.a.4.I06,4.A.2.a.4,Analyze health or medical data.,Analyzing Data or Information
4.A.4.a.5.I12.D03,4.A.4.a.5.I12,4.A.4.a.5,"Treat injuries, illnesses, or diseases.",Assisting and Caring for Others
4.A.4.b.4.I12.D23,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.4.a.5.I12.D07,4.A.4.a.5.I12,4.A.4.a.5,"Treat injuries, illnesses, or diseases.",Assisting and Caring for Others
4.A.4.a.5.I12.D02,4.A.4.a.5.I12,4.A.4.a.5,"Treat injuries, illnesses, or diseases.",Assisting and Caring for Others
4.A.4.a.5.I07.D03,4.A.4.a.5.I07,4.A.4.a.5,Administer emergency medical treatment.,Assisting and Caring for Others
4.A.3.a.2.I24.D02,4.A.3.a.2.I24,4.A.3.a.2,Adjust medical equipment to ensure adequate performance.,Handling and Moving Objects
4.A.4.a.1.I05.D01,4.A.4.a.1.I05,4.A.4.a.1,Explain medical information to patients or family members.,Interpreting the Meaning of Information for Others
4.A.4.b.3.I06.D08,4.A.4.b.3.I06,4.A.4.b.3,Train others on health or medical topics.,Training and Teaching Others
4.A.2.a.4.I10.D04,4.A.2.a.4.I10,4.A.2.a.4,Analyze biological or chemical substances or related data.,Analyzing Data or Information
4.A.4.b.4.I12.D35,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.4.b.4.I12.D38,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.4.c.3.I05.D07,4.A.4.c.3.I05,4.A.4.c.3,Purchase goods or services.,Monitoring and Controlling Resources
4.A.4.b.3.I06.D11,4.A.4.b.3.I06,4.A.4.b.3,Train others on health or medical topics.,Training and Teaching Others
4.A.4.b.4.I01.D11,4.A.4.b.4.I01,4.A.4.b.4,Supervise personnel activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.3.b.6.I03.D10,4.A.3.b.6.I03,4.A.3.b.6,Present research or technical information.,Documenting/Recording Information
4.A.1.b.2.I01.D04,4.A.1.b.2.I01,4.A.1.b.2,Administer diagnostic tests to assess patient health.,"Inspecting Equipment, Structures, or Materials"
4.A.4.a.5.I06.D01,4.A.4.a.5.I06,4.A.4.a.5,Fit assistive devices to patients or clients.,Assisting and Caring for Others
4.A.4.c.3.I06.D04,4.A.4.c.3.I06,4.A.4.c.3,Prescribe medical treatments or devices.,Monitoring and Controlling Resources
4.A.4.b.3.I06.D05,4.A.4.b.3.I06,4.A.4.b.3,Train others on health or medical topics.,Training and Teaching Others
4.A.1.a.2.I05.D03,4.A.1.a.2.I05,4.A.1.a.2,Monitor health conditions of humans or animals.,"Monitoring Processes, Materials, or Surroundings"
4.A.4.c.3.I06.D01,4.A.4.c.3.I06,4.A.4.c.3,Prescribe medical treatments or devices.,Monitoring and Controlling Resources
4.A.2.a.2.I05.D04,4.A.2.a.2.I05,4.A.2.a.2,Verify personal information.,Processing Information
4.A.4.b.6.I06.D01,4.A.4.b.6.I06,4.A.4.b.6,Advise others on healthcare or wellness issues.,Providing Consultation and Advice to Others
4.A.2.b.1.I04.D11,4.A.2.b.1.I04,4.A.2.b.1,Determine operational methods or procedures.,Making Decisions and Solving Problems
4.A.4.a.6.I02.D01,4.A.4.a.6.I02,4.A.4.a.6,Sell products or services.,Selling or Influencing Others
4.A.2.a.3.I03.D04,4.A.2.a.3.I03,4.A.2.a.3,"Examine financial activities, operations, or systems.",Evaluating Information to Determine Compliance with Standards
4.A.4.c.1.I03.D03,4.A.4.c.1.I03,4.A.4.c.1,Execute financial transactions.,Performing Administrative Activities
4.A.4.c.3.I02.D01,4.A.4.c.3.I02,4.A.4.c.3,Order medical tests or procedures.,Monitoring and Controlling Resources
4.A.4.a.5.I03.D07,4.A.4.a.5.I03,4.A.4.a.5,Administer basic health care or medical treatments.,Assisting and Caring for Others
4.A.4.a.5.I03.D08,4.A.4.a.5.I03,4.A.4.a.5,Administer basic health care or medical treatments.,Assisting and Caring for Others
4.A.4.a.5.I11.D06,4.A.4.a.5.I11,4.A.4.a.5,Assist healthcare practitioners during medical procedures.,Assisting and Caring for Others
4.A.1.a.2.I05.D01,4.A.1.a.2.I05,4.A.1.a.2,Monitor health conditions of humans or animals.,"Monitoring Processes, Materials, or Surroundings"
4.A.3.a.2.I38.D01,4.A.3.a.2.I38,4.A.3.a.2,Collect environmental or biological samples.,Handling and Moving Objects
4.A.2.b.3.I01.D12,4.A.2.b.3.I01,4.A.2.b.3,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge
4.A.4.a.5.I07.D04,4.A.4.a.5.I07,4.A.4.a.5,Administer emergency medical treatment.,Assisting and Caring for Others
4.A.1.b.2.I07.D21,4.A.1.b.2.I07,4.A.1.b.2,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials"
4.A.3.b.4.I09.D01,4.A.3.b.4.I09,4.A.3.b.4,Maintain medical equipment or instruments.,Repairing and Maintaining Mechanical Equipment
4.A.1.a.2.I05.D07,4.A.1.a.2.I05,4.A.1.a.2,Monitor health conditions of humans or animals.,"Monitoring Processes, Materials, or Surroundings"
4.A.4.a.5.I11.D05,4.A.4.a.5.I11,4.A.4.a.5,Assist healthcare practitioners during medical procedures.,Assisting and Caring for Others
4.A.4.a.5.I03.D09,4.A.4.a.5.I03,4.A.4.a.5,Administer basic health care or medical treatments.,Assisting and Caring for Others
4.A.3.a.2.I09.D09,4.A.3.a.2.I09,4.A.3.a.2,Adjust equipment to ensure adequate performance.,Handling and Moving Objects
4.A.4.a.5.I12.D08,4.A.4.a.5.I12,4.A.4.a.5,"Treat injuries, illnesses, or diseases.",Assisting and Caring for Others
4.A.3.b.6.I06.D04,4.A.3.b.6.I06,4.A.3.b.6,Prepare health or medical documents.,Documenting/Recording Information
4.A.2.b.2.I01.D06,4.A.2.b.2.I01,4.A.2.b.2,Develop patient or client care or treatment plans.,Thinking Creatively
4.A.4.a.5.I09.D09,4.A.4.a.5.I09,4.A.4.a.5,Assist individuals with special needs.,Assisting and Caring for Others
4.A.3.a.1.I09.D03,4.A.3.a.1.I09,4.A.3.a.1,Clean medical equipment or facilities.,Performing General Physical Activities
4.A.4.b.5.I02.D06,4.A.4.b.5.I02,4.A.4.b.5,Provide support or encouragement to others.,Coaching and Developing Others
4.A.2.a.1.I06.D03,4.A.2.a.1.I06,4.A.2.a.1,Evaluate patient or client condition or treatment options.,"Judging the Qualities of Objects, Services, or People"
4.A.3.b.1.I06.D03,4.A.3.b.1.I06,4.A.3.b.1,Process digital or online data.,Working with Computers
4.A.4.c.1.I01.D03,4.A.4.c.1.I01,4.A.4.c.1,Perform administrative or clerical activities.,Performing Administrative Activities
4.A.1.b.2.I01.D01,4.A.1.b.2.I01,4.A.1.b.2,Administer diagnostic tests to assess patient health.,"Inspecting Equipment, Structures, or Materials"
4.A.2.b.2.I01.D07,4.A.2.b.2.I01,4.A.2.b.2,Develop patient or client care or treatment plans.,Thinking Creatively
4.A.4.a.1.I05.D05,4.A.4.a.1.I05,4.A.4.a.1,Explain medical information to patients or family members.,Interpreting the Meaning of Information for Others
4.A.4.a.5.I12.D06,4.A.4.a.5.I12,4.A.4.a.5,"Treat injuries, illnesses, or diseases.",Assisting and Caring for Others
4.A.4.a.5.I11.D04,4.A.4.a.5.I11,4.A.4.a.5,Assist healthcare practitioners during medical procedures.,Assisting and Caring for Others
4.A.4.a.5.I03.D02,4.A.4.a.5.I03,4.A.4.a.5,Administer basic health care or medical treatments.,Assisting and Caring for Others
4.A.4.a.2.I05.D01,4.A.4.a.2.I05,4.A.4.a.2,Confer with healthcare or other professionals about patient care.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.4.b.5.I02.D04,4.A.4.b.5.I02,4.A.4.b.5,Provide support or encouragement to others.,Coaching and Developing Others
4.A.3.a.3.I04.D01,4.A.3.a.3.I04,4.A.3.a.3,Operate medical equipment.,Controlling Machines and Processes
4.A.3.a.1.I09.D01,4.A.3.a.1.I09,4.A.3.a.1,Clean medical equipment or facilities.,Performing General Physical Activities
4.A.3.a.1.I13.D02,4.A.3.a.1.I13,4.A.3.a.1,Transport patients or clients.,Performing General Physical Activities
4.A.4.a.2.I05.D04,4.A.4.a.2.I05,4.A.4.a.2,Confer with healthcare or other professionals about patient care.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.3.b.4.I09.D04,4.A.3.b.4.I09,4.A.3.b.4,Maintain medical equipment or instruments.,Repairing and Maintaining Mechanical Equipment
4.A.1.b.2.I01.D03,4.A.1.b.2.I01,4.A.1.b.2,Administer diagnostic tests to assess patient health.,"Inspecting Equipment, Structures, or Materials"
4.A.4.b.4.I01.D15,4.A.4.b.4.I01,4.A.4.b.4,Supervise personnel activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.b.3.I06.D01,4.A.4.b.3.I06,4.A.4.b.3,Train others on health or medical topics.,Training and Teaching Others
4.A.2.b.2.I01.D03,4.A.2.b.2.I01,4.A.2.b.2,Develop patient or client care or treatment plans.,Thinking Creatively
4.A.2.a.4.I06.D06,4.A.2.a.4.I06,4.A.2.a.4,Analyze health or medical data.,Analyzing Data or Information
4.A.1.b.2.I01.D08,4.A.1.b.2.I01,4.A.1.b.2,Administer diagnostic tests to assess patient health.,"Inspecting Equipment, Structures, or Materials"
4.A.4.b.3.I06.D09,4.A.4.b.3.I06,4.A.4.b.3,Train others on health or medical topics.,Training and Teaching Others
4.A.2.b.1.I10.D08,4.A.2.b.1.I10,4.A.2.b.1,Select materials or equipment for operations or projects.,Making Decisions and Solving Problems
